Ticker,Date,Predicted_Close,Predicted_Return,Predicted_Volatility7,Signal
SPY,2025-03-29,555.6815000000007,3.869272576889132e-05,0.011032877155967586,0
SPY,2025-03-30,555.6855000000005,7.198368129570124e-06,0.007672069325599147,0
SPY,2025-03-31,555.6739000000003,-2.0875117310344963e-05,0.007397316306086508,0
SPY,2025-04-01,555.6711000000004,-5.038926607816674e-06,0.006954038288545415,0
SPY,2025-04-02,555.6545000000003,-2.987378684988199e-05,0.007046372347057487,0
SPY,2025-04-03,555.6656000000004,1.9976442195745444e-05,2.1669899688085407e-05,0
SPY,2025-04-04,555.6948000000002,5.2549590976717746e-05,2.5309759154045915e-05,0
QQQ,2025-03-29,468.8353000000002,-0.0002232695014283475,0.014654305130642397,0
QQQ,2025-03-30,468.8662000000002,6.59080065004299e-05,0.010751183463911825,0
QQQ,2025-03-31,468.89900000000017,6.995599170925941e-05,0.009998163839416372,0
QQQ,2025-04-01,468.8669000000001,-6.84582394077847e-05,0.009084784267994627,0
QQQ,2025-04-02,468.87610000000006,1.9621773257963713e-05,0.009205342521148895,0
QQQ,2025-04-03,468.86710000000005,-1.919483633312628e-05,9.340805125036532e-05,0
QQQ,2025-04-04,468.87700000000007,2.1114725260134495e-05,4.471063979450892e-05,0
GLD,2025-03-29,282.2837000000003,-0.006253256354290318,0.0064016376541783234,-1
GLD,2025-03-30,281.9530000000003,-0.0011715164566709964,0.0060243019283842065,0
GLD,2025-03-31,281.90470000000033,-0.00017130514660238872,0.006022442374095382,0
GLD,2025-04-01,281.90470000000033,0.0,0.005978340026613286,0
GLD,2025-04-02,281.90470000000033,0.0,0.0036924621768694385,0
GLD,2025-04-03,281.9119000000003,2.5540546148946044e-05,0.0021486901971195355,0
GLD,2025-04-04,281.9119000000003,0.0,0.00040612430698676186,0
TLT,2025-03-29,90.14879999999998,9.762591524272788e-05,0.007002454455659496,0
TLT,2025-03-30,90.15299999999993,4.658963846390285e-05,0.005860015280610857,0
TLT,2025-03-31,90.15249999999995,-5.5461271392873996e-06,0.00585823067846515,0
TLT,2025-04-01,90.15229999999995,-2.2184631595621706e-06,0.0051051842796418926,0
TLT,2025-04-02,90.15269999999995,4.43693616246139e-06,0.00483287472094007,0
TLT,2025-04-03,90.15359999999995,9.983062071368418e-06,3.506060419477715e-05,0
TLT,2025-04-04,90.15359999999995,0.0,1.6564240541046502e-05,0
VTI,2025-03-29,273.5664000000001,0.0004988479684017636,0.011117650048962362,0
VTI,2025-03-30,273.5890000000001,8.261248457417018e-05,0.00749446287484377,0
VTI,2025-03-31,273.62300000000005,0.00012427400224400453,0.0073225242364856205,0
VTI,2025-04-01,273.84810000000004,0.0008226647613687358,0.006998755808368675,0
VTI,2025-04-02,273.9820000000001,0.0004889571992649927,0.0070964842679779715,0
VTI,2025-04-03,274.1805000000003,0.0007245001496455774,0.0003018767159160146,0
VTI,2025-04-04,274.267,0.0003154856016373032,0.00029938733271925853,0
EEM,2025-03-29,43.77300000000001,6.854009595629927e-05,0.007459360953185934,0
EEM,2025-03-30,43.77670000000001,8.452699152450219e-05,0.007009264702612202,0
EEM,2025-03-31,43.77840000000002,3.883344336157581e-05,0.0071024725068515576,0
EEM,2025-04-01,43.77930000000003,2.055808343860352e-05,0.0070214867926601515,0
EEM,2025-04-02,43.78110000000003,4.111532162466986e-05,0.006526937052177678,0
EEM,2025-04-03,43.783900000000024,6.395453746007917e-05,2.7125119586023682e-05,0
EEM,2025-04-04,43.785200000000025,2.9691279214517715e-05,2.5754573618410856e-05,0
